epoch,acc,loss,val_acc,val_loss
0,0.3314640008401271,1.7670439765381005,0.371830593480078,1.6988456738164546
1,0.43519453829913274,1.5068582406615865,0.502646976873781,1.3649450027368035
2,0.4794315371527817,1.3948474109282858,0.4976316523040427,1.3212430854798958
3,0.5018286948354106,1.329513490339146,0.5222903315769859,1.292111717349276
4,0.5187571841593159,1.2854716618393502,0.528141543613765,1.2787717978381021
5,0.5326900971825874,1.2508036822434598,0.5511284480688797,1.1923572426222266
6,0.5383329269608558,1.2303798396101797,0.5645026469851776,1.1798476287002648
7,0.5499320770500471,1.2041664992991883,0.5392867094064098,1.2640902121839632
8,0.5534501375916684,1.1892347920941244,0.56380607413196,1.1511102113659981
9,0.5561670556292314,1.1747829065439472,0.5299526330620241,1.372259514017602
10,0.564561635725027,1.1598845645175457,0.5748119253273892,1.1414042910216877
11,0.5702044655027765,1.1452256064209188,0.5883254388575103,1.1210190194601068
12,0.5762652826681253,1.1330465162147936,0.591111730286988,1.0993246817263298
13,0.5772754188592358,1.1280810734317894,0.5794093062217337,1.1365820169781005
14,0.580410324292703,1.1173544307874368,0.5965449986234619,1.0908476244476586
15,0.5868194642805323,1.1108032171701894,0.5958484257619405,1.0933936355040246
16,0.5868891288456513,1.099578242403424,0.6037893563832836,1.055063687117527
17,0.5900936988411231,1.0944230444416605,0.6016996377904158,1.0839671047991384
18,0.5940297467693058,1.0848065963849125,0.5990526609249386,1.086304845036687
19,0.598348949808757,1.0745630024754975,0.6019782669350243,1.0749619316343944
20,0.5980006269852384,1.069673820936118,0.6076901644078029,1.060271944532025
21,0.6061862133867153,1.059632938528697,0.6191139593367525,1.0303382834673394
22,0.6031209725178481,1.0599714122914259,0.6166062970269719,1.0363715065990393
23,0.6065693684917552,1.0515427552294658,0.6127054889941488,1.0429600693781618
24,0.6032951339342788,1.0541695494517094,0.621900250770382,1.0275316119160816
25,0.6059423874087989,1.0535980660741227,0.6191139593367525,1.0398096342743124
26,0.6140931415235641,1.0411870419333409,0.6157704096014501,1.03781674571873
27,0.6130830053334916,1.0379460473440796,0.613402061863974,1.0421892400570452
28,0.616635898152482,1.0308940525031514,0.6118696015769308,1.051197530998098
29,0.6116897140274792,1.0329840345697272,0.6163276678906672,1.0360044267191533
30,0.6191786547813999,1.0220877794002123,0.6216216216382292,1.015912195971232
31,0.6170887178247171,1.0228564220808687,0.6205071050431875,1.0248792210340034
32,0.6203629523884221,1.0173408736205656,0.6237113402061856,1.0132962570910535
33,0.6244383294478808,1.0141476240666825,0.6173028699134047,1.0327571575672854
34,0.6241596711853288,1.0082963386848929,0.616188353318363,1.0407360177014857
35,0.6226270507527119,1.0085941461639978,0.6191139593201449,1.0299091654987713
36,0.6270507506398415,1.0000199562471246,0.5918083031817245,1.1238305672326436
37,0.6260406144425025,1.0098891298808026,0.6216216216299254,1.0301808311136096
38,0.6296980041112474,0.9990314412895152,0.6248258567929235,1.0130666216690583
39,0.6285485387898989,1.00034316652658,0.6262190025242699,1.0083187959359594
40,0.6298373332445996,0.9928746595519385,0.6278907773794653,1.0083724963827763
41,0.6293845135713264,0.9915621125746672,0.6225968236443591,1.0144596256629177
42,0.6297676686774044,0.9902964618276697,0.6179994554423661,1.0211505683252624
43,0.6334250583461495,0.9838567394780748,0.6330454165671788,1.0047777686221382
44,0.6300114946573969,0.9883467251531399,0.6337419894162444,0.9783609065215014
45,0.6326239158493576,0.9854617908671215,0.6317915854164404,1.0047296468977078
46,0.6311957922613048,0.9794068857438346,0.6202284759151866,1.0193901731629795
47,0.6354801630192347,0.9810851194827906,0.6266369462328789,1.0091773558539845
48,0.6355846598669131,0.9755343563226395,0.6217609362022297,1.0319846014552676
49,0.6356194921494727,0.9779547302695276,0.6322095291167457,1.004961767180712
50,0.6375352676881676,0.9714164208886665,0.6285873502534424,0.9912141160268776
51,0.63683862203594,0.9696157142209045,0.6245472276566187,1.0199924826655224
52,0.6390678881228607,0.9624739939331274,0.6341599331456129,0.9881254400706085
53,0.6414016510522695,0.9691846398081648,0.6270548899580954,0.9955077081312539
54,0.6423072903977778,0.9627233925249066,0.6255224296627486,1.011098920518424
55,0.6407050054000418,0.9615346498842162,0.629841181395877,0.9917529643694648
56,0.6440489045267896,0.9557611137777001,0.6472555029339098,0.9797953785744574
57,0.6458601832219586,0.9522136269581887,0.627890777391921,1.0006378660563409
58,0.6629976662381066,0.9080650258111607,0.6504597381052116,0.9437340805211019
59,0.6669337141704417,0.898195197753404,0.6512956255390372,0.9437477605261155
60,0.6688146574286533,0.8921107560424223,0.6518528838282542,0.9418721879614731
61,0.6728203699188408,0.8873674482726898,0.6535246586959055,0.9381995376154851
62,0.6696157999254452,0.8872725039885591,0.6529674004066884,0.936620667207271
63,0.6721585565502107,0.8851654105846849,0.653803287840514,0.9382853514306491
64,0.6736911769833467,0.8775080026946284,0.6526887712620799,0.9410180417100976
65,0.6766170887183427,0.8751535915382529,0.656450264714295,0.9369380151239003
66,0.6729248667665192,0.8780572053342575,0.6558930064250779,0.9363879306497731
67,0.6778362186094815,0.8710366794194268,0.6567288938589035,0.9381801011868591
68,0.6725765439419625,0.8775184776529781,0.6542212315574267,0.938562287829918
69,0.6740394998084225,0.8747240827507458,0.6539426024045144,0.9369480452785987
70,0.6792295099118606,0.8701155722492138,0.6535246586959055,0.9355454110740519
71,0.6758507785056675,0.8708037476296451,0.6542212315574267,0.9403365289444178
72,0.6783238705673903,0.868319559825609,0.6514349401113415,0.9369192086212081
73,0.6782193737176357,0.8666557278386137,0.653246029551297,0.9351896572059892
74,0.6773485666526108,0.8671649365038279,0.6547784898466438,0.9389818493587189
75,0.6782890382848309,0.8653783394777229,0.6508776818221245,0.9384597956752272
76,0.6815981051248668,0.8639721584575852,0.6568682084312077,0.9351936982647228
77,0.6803093106691281,0.8639856720735563,0.6557536918527737,0.9347174390839083
78,0.6811801177351913,0.8612899775747396,0.648509334092952,0.9400954272760991
79,0.6813891114326243,0.862047878505585,0.6550571189829485,0.9355954198194234
80,0.6793340067616152,0.8602128792483421,0.6574254667204248,0.9370542661032327
81,0.6799958201302452,0.8642880435942308,0.6570075230035121,0.9353260920551967
82,0.6796474973004981,0.8576840023734676,0.6558930064250779,0.9351138883594949
83,0.6841408617517086,0.8593679029800628,0.6561716355696865,0.9369428621822494
84,0.67992615556305,0.8594761847870457,0.6575647812844253,0.9378749903412907
85,0.6770002438301302,0.8618489006058193,0.6571468375758163,0.9351117666732903
86,0.6861263018570797,0.8548915804049085,0.6517135692476462,0.9412094802038024
87,0.6820160925155806,0.8560919702154802,0.6524101421174714,0.9422582460997596
88,0.681075620889589,0.8525418445746674,0.6525494566897756,0.9417363428146137
89,0.6837228743609949,0.8500943836147182,0.6539426024128182,0.9376779790707171
90,0.6816677696931001,0.8544271917418546,0.6535246586959055,0.9393251439793656
91,0.6842801908819465,0.8513162204882017,0.6551964335635566,0.9360523115263307
92,0.6851509979490477,0.8480426733336598,0.6546391752743396,0.9350687981183299
93,0.6864049601191127,0.8432716594506732,0.654360546129731,0.9365218009879643
94,0.6864049601180745,0.8506783028436041,0.6563109501419907,0.9360465233822193
95,0.6855689853366471,0.8516399342960033,0.6575647812927291,0.9344317025545746
96,0.6858824758827966,0.8486211106812818,0.6574254667204248,0.934821700378858
97,0.6846981782757745,0.8481417533546544,0.6570075230035121,0.9347878356071593
98,0.6853599916444045,0.8465480577352341,0.6582613541542504,0.9346171024949081
99,0.6856038176223208,0.8474187857388262,0.6565895792865992,0.9345167762358297
